"Transaction Date","Payment Ref","Payer Name","Open ID","Product Name","Insurance Company","Policy Number","Coverage Period",Currency,"Charge Amount","Promotion Type",Status
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52266246638,"16/02/2024 to 11/02/2025",SGD,0.10,none,PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52983826576,"16/02/2024 to 11/02/2025",SGD,0.30,none,PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52466192286,"16/02/2024 to 11/02/2025",SGD,0.50,none,PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52746735897,"16/02/2024 to 11/02/2025",SGD,0.30,none,PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52664414643,"16/02/2024 to 11/02/2025",SGD,0.10,none,PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52468712976,"16/02/2024 to 11/02/2025",SGD,0.30,none,PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52875242544,"16/02/2024 to 11/02/2025",SGD,0.50,none,PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52113514183,"16/02/2024 to 11/02/2025",SGD,0.10,none,PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52869194693,"16/02/2024 to 11/02/2025",SGD,0.30,none,PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52476347658,"16/02/2024 to 11/02/2025",SGD,0.50,none,PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52851928631,"16/02/2024 to 11/02/2025",SGD,0.30,none,PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52884186325,"16/02/2024 to 11/02/2025",SGD,0.10,none,PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52168446692,"16/02/2024 to 11/02/2025",SGD,0.30,none,PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52517991395,"16/02/2024 to 11/02/2025",SGD,0.50,none,PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52962951157,"16/02/2024 to 11/02/2025",SGD,0.10,none,PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52259944423,"16/02/2024 to 11/02/2025",SGD,0.30,none,PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52656982576,"16/02/2024 to 11/02/2025",SGD,0.50,none,PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52455757136,"16/02/2024 to 11/02/2025",SGD,0.30,none,PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52459684621,"16/02/2024 to 11/02/2025",SGD,0.10,none,PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52196384759,"16/02/2024 to 11/02/2025",SGD,0.30,none,PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52263918551,"16/02/2024 to 11/02/2025",SGD,0.50,none,PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52617554185,"16/02/2024 to 11/02/2025",SGD,0.30,"Free Policy",PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52751439216,"16/02/2024 to 11/02/2025",SGD,0.30,"Free Policy",PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52125664911,"16/02/2024 to 11/02/2025",SGD,0.30,"Free Policy",PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52299842885,"16/02/2024 to 11/02/2025",SGD,0.30,"Free Policy",PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52319511567,"16/02/2024 to 11/02/2025",SGD,0.30,"Free Policy",PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52774274628,"16/02/2024 to 11/02/2025",SGD,0.30,"Free Policy",PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52486859688,"16/02/2024 to 11/02/2025",SGD,0.30,"Free Policy",PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52978222537,"16/02/2024 to 11/02/2025",SGD,0.30,"Free Policy",PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52722597791,"16/02/2024 to 11/02/2025",SGD,0.30,"Free Policy",PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52755111411,"16/02/2024 to 11/02/2025",SGD,0.30,"Free Policy",PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52992881776,"16/02/2024 to 11/02/2025",SGD,0.10,none,PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52316996564,"16/02/2024 to 11/02/2025",SGD,0.10,none,PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52835547877,"16/02/2024 to 11/02/2025",SGD,0.30,none,PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52959921328,"16/02/2024 to 11/02/2025",SGD,0.30,none,PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52969964929,"16/02/2024 to 11/02/2025",SGD,0.50,none,PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52885626736,"16/02/2024 to 11/02/2025",SGD,0.50,none,PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52521618828,"16/02/2024 to 11/02/2025",SGD,0.30,none,PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52626738198,"16/02/2024 to 11/02/2025",SGD,0.30,none,PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52778653682,"16/02/2024 to 11/02/2025",SGD,0.10,none,PAID
"2024-02-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52255474773,"16/02/2024 to 11/02/2025",SGD,0.10,none,PAID
