"Transaction Date","Payment Ref","Payer Name","Open ID","Product Name","Insurance Company","Policy Number","Coverage Period",Currency,"Charge Amount","Promotion Type",Status
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52623979314,"16/03/2024 to 13/03/2025",SGD,0.30,"Free Policy",PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52762268771,"16/03/2024 to 13/03/2025",SGD,0.30,none,PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52575139366,"16/03/2024 to 13/03/2025",SGD,0.50,none,PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52966947529,"16/03/2024 to 13/03/2025",SGD,0.30,none,PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52745239985,"16/03/2024 to 13/03/2025",SGD,0.10,none,PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52567311129,"16/03/2024 to 13/03/2025",SGD,0.30,none,PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52256657981,"16/03/2024 to 13/03/2025",SGD,0.10,none,PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52563434638,"16/03/2024 to 13/03/2025",SGD,0.30,"Free Policy",PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52457323893,"16/03/2024 to 13/03/2025",SGD,0.30,"Free Policy",PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52127942521,"16/03/2024 to 13/03/2025",SGD,0.30,"Free Policy",PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52946241919,"16/03/2024 to 13/03/2025",SGD,0.30,"Free Policy",PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52492779162,"16/03/2024 to 13/03/2025",SGD,0.30,"Free Policy",PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52826514727,"16/03/2024 to 13/03/2025",SGD,0.30,"Free Policy",PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52628326569,"16/03/2024 to 13/03/2025",SGD,0.30,"Free Policy",PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52473835335,"16/03/2024 to 13/03/2025",SGD,0.30,"Free Policy",PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52951268529,"16/03/2024 to 13/03/2025",SGD,0.30,"Free Policy",PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52486876775,"16/03/2024 to 13/03/2025",SGD,0.30,"Free Policy",PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52653686438,"16/03/2024 to 13/03/2025",SGD,0.30,"Free Policy",PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52122756953,"16/03/2024 to 13/03/2025",SGD,0.50,none,PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52196166751,"16/03/2024 to 13/03/2025",SGD,0.10,none,PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52553885364,"16/03/2024 to 13/03/2025",SGD,0.30,none,PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52921446741,"16/03/2024 to 13/03/2025",SGD,0.50,none,PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52667882272,"16/03/2024 to 13/03/2025",SGD,0.30,none,PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52377672482,"16/03/2024 to 13/03/2025",SGD,0.10,none,PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52798496938,"16/03/2024 to 13/03/2025",SGD,0.30,none,PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52577374274,"16/03/2024 to 13/03/2025",SGD,0.50,none,PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52882144715,"16/03/2024 to 13/03/2025",SGD,0.50,none,PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52172292656,"16/03/2024 to 13/03/2025",SGD,0.10,none,PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52556662764,"16/03/2024 to 13/03/2025",SGD,0.30,none,PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52885695629,"16/03/2024 to 13/03/2025",SGD,0.50,none,PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52313374344,"16/03/2024 to 13/03/2025",SGD,0.30,none,PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52787287929,"16/03/2024 to 13/03/2025",SGD,0.10,none,PAID
